rank,result
4400,03:19:58
4401,03:19:58
4402,03:19:58
4403,03:20:00
4404,03:20:01
4405,03:20:01
4406,03:20:01
4407,03:20:02
4408,03:20:02
4409,03:20:04
4410,03:20:04
4411,03:20:04
4412,03:20:04
4413,03:20:05
4414,03:20:05
4415,03:20:05
4416,03:20:05
4417,03:20:05
4418,03:20:06
4419,03:20:06
4420,03:20:06
4421,03:20:06
4422,03:20:07
4423,03:20:07
4424,03:20:08
4425,03:20:08
4426,03:20:09
4427,03:20:09
4428,03:20:09
4429,03:20:10
4430,03:20:10
4431,03:20:10
4432,03:20:11
4433,03:20:11
4434,03:20:12
4435,03:20:12
4436,03:20:12
4437,03:20:12
4438,03:20:13
4439,03:20:13
4440,03:20:13
4441,03:20:13
4442,03:20:14
4443,03:20:14
4444,03:20:14
4445,03:20:15
4446,03:20:15
4447,03:20:16
4448,03:20:16
4449,03:20:16
4450,03:20:17
4451,03:20:18
4452,03:20:18
4453,03:20:18
4454,03:20:18
4455,03:20:18
4456,03:20:18
4457,03:20:19
4458,03:20:19
4459,03:20:19
4460,03:20:19
4461,03:20:21
4462,03:20:21
4463,03:20:21
4464,03:20:21
4465,03:20:22
4466,03:20:22
4467,03:20:22
4468,03:20:22
4469,03:20:22
4470,03:20:22
4471,03:20:23
4472,03:20:23
4473,03:20:23
4474,03:20:24
4475,03:20:24
4476,03:20:24
4477,03:20:24
4478,03:20:24
4479,03:20:25
4480,03:20:25
4481,03:20:25
4482,03:20:25
4483,03:20:26
4484,03:20:26
4485,03:20:26
4486,03:20:26
4487,03:20:26
4488,03:20:27
4489,03:20:27
4490,03:20:27
4491,03:20:28
4492,03:20:28
4493,03:20:28
4494,03:20:29
4495,03:20:29
4496,03:20:29
4497,03:20:29
4498,03:20:30
4499,03:20:30
4500,03:20:30
4501,03:20:31
4502,03:20:31
4503,03:20:31
4504,03:20:32
4505,03:20:32
4506,03:20:32
4507,03:20:33
4508,03:20:33
4509,03:20:33
4510,03:20:34
4511,03:20:35
4512,03:20:35
4513,03:20:35
4514,03:20:35
4515,03:20:35
4516,03:20:36
4517,03:20:36
4518,03:20:36
4519,03:20:36
4520,03:20:36
4521,03:20:37
4522,03:20:37
4523,03:20:37
4524,03:20:37
4525,03:20:39
4526,03:20:39
4527,03:20:40
4528,03:20:40
4529,03:20:40
4530,03:20:40
4531,03:20:40
4532,03:20:40
4533,03:20:40
4534,03:20:40
4535,03:20:41
4536,03:20:41
4537,03:20:42
4538,03:20:43
4539,03:20:43
4540,03:20:43
4541,03:20:43
4542,03:20:44
4543,03:20:44
4544,03:20:44
4545,03:20:45
4546,03:20:45
4547,03:20:46
4548,03:20:46
4549,03:20:46
4550,03:20:46
4551,03:20:46
4552,03:20:47
4553,03:20:47
4554,03:20:47
4555,03:20:47
4556,03:20:47
4557,03:20:47
4558,03:20:47
4559,03:20:48
4560,03:20:49
4561,03:20:49
4562,03:20:50
4563,03:20:50
4564,03:20:51
4565,03:20:51
4566,03:20:51
4567,03:20:51
4568,03:20:51
4569,03:20:51
4570,03:20:51
4571,03:20:51
4572,03:20:52
4573,03:20:52
4574,03:20:53
4575,03:20:53
4576,03:20:53
4577,03:20:53
4578,03:20:54
4579,03:20:54
4580,03:20:55
4581,03:20:55
4582,03:20:55
4583,03:20:56
4584,03:20:56
4585,03:20:56
4586,03:20:57
4587,03:20:57
4588,03:20:57
4589,03:20:57
4590,03:20:58
4591,03:20:58
4592,03:20:58
4593,03:20:58
4594,03:20:58
4595,03:21:00
4596,03:21:01
4597,03:21:01
4598,03:21:01
4599,03:21:01
4600,03:21:01
4601,03:21:02
4602,03:21:02
4603,03:21:02
4604,03:21:02
4605,03:21:02
4606,03:21:03
4607,03:21:03
4608,03:21:03
4609,03:21:04
4610,03:21:04
4611,03:21:04
4612,03:21:04
4613,03:21:05
4614,03:21:05
4615,03:21:05
4616,03:21:06
4617,03:21:06
4618,03:21:06
4619,03:21:06
4620,03:21:07
4621,03:21:07
4622,03:21:07
4623,03:21:07
4624,03:21:08
4625,03:21:08
4626,03:21:08
4627,03:21:08
4628,03:21:08
4629,03:21:09
4630,03:21:09
4631,03:21:09
4632,03:21:10
4633,03:21:10
4634,03:21:10
4635,03:21:11
4636,03:21:11
4637,03:21:11
4638,03:21:11
4639,03:21:12
4640,03:21:12
4641,03:21:13
4642,03:21:13
4643,03:21:13
4644,03:21:13
4645,03:21:14
4646,03:21:14
4647,03:21:15
4648,03:21:16
4649,03:21:17
4650,03:21:18
4651,03:21:18
4652,03:21:19
4653,03:21:19
4654,03:21:19
4655,03:21:20
4656,03:21:20
4657,03:21:20
4658,03:21:21
4659,03:21:22
4660,03:21:22
4661,03:21:22
4662,03:21:22
4663,03:21:23
4664,03:21:23
4665,03:21:23
4666,03:21:23
4667,03:21:23
4668,03:21:24
4669,03:21:25
4670,03:21:25
4671,03:21:25
4672,03:21:26
4673,03:21:26
4674,03:21:27
4675,03:21:27
4676,03:21:27
4677,03:21:27
4678,03:21:27
4679,03:21:27
4680,03:21:28
4681,03:21:28
4682,03:21:28
4683,03:21:29
4684,03:21:29
4685,03:21:30
4686,03:21:30
4687,03:21:30
4688,03:21:31
4689,03:21:31
4690,03:21:31
4691,03:21:31
4692,03:21:32
4693,03:21:32
4694,03:21:32
4695,03:21:33
4696,03:21:33
4697,03:21:33
4698,03:21:34
4699,03:21:34
4700,03:21:35
4701,03:21:35
4702,03:21:35
4703,03:21:35
4704,03:21:36
4705,03:21:36
4706,03:21:36
4707,03:21:36
4708,03:21:37
4709,03:21:39
4710,03:21:39
4711,03:21:39
4712,03:21:39
4713,03:21:40
4714,03:21:40
4715,03:21:41
4716,03:21:41
4717,03:21:41
4718,03:21:42
4719,03:21:42
4720,03:21:43
4721,03:21:43
4722,03:21:44
4723,03:21:44
4724,03:21:44
4725,03:21:44
4726,03:21:44
4727,03:21:45
4728,03:21:45
4729,03:21:45
4730,03:21:45
4731,03:21:45
4732,03:21:45
4733,03:21:46
4734,03:21:47
4735,03:21:47
4736,03:21:47
4737,03:21:47
4738,03:21:47
4739,03:21:48
4740,03:21:49
4741,03:21:49
4742,03:21:49
4743,03:21:49
4744,03:21:50
4745,03:21:50
4746,03:21:50
4747,03:21:50
4748,03:21:50
4749,03:21:50
4750,03:21:51
4751,03:21:51
4752,03:21:51
4753,03:21:51
4754,03:21:51
4755,03:21:51
4756,03:21:52
4757,03:21:52
4758,03:21:52
4759,03:21:53
4760,03:21:53
4761,03:21:53
4762,03:21:54
4763,03:21:54
4764,03:21:54
4765,03:21:55
4766,03:21:55
4767,03:21:55
4768,03:21:55
4769,03:21:55
4770,03:21:55
4771,03:21:55
4772,03:21:55
4773,03:21:55
4774,03:21:56
4775,03:21:57
4776,03:21:57
4777,03:21:57
4778,03:21:57
4779,03:21:57
4780,03:21:57
4781,03:21:57
4782,03:21:57
4783,03:21:58
4784,03:21:58
4785,03:21:58
4786,03:21:59
4787,03:21:59
4788,03:21:59
4789,03:21:59
4790,03:22:00
4791,03:22:00
4792,03:22:00
4793,03:22:00
4794,03:22:02
4795,03:22:03
4796,03:22:04
4797,03:22:04
4798,03:22:05
4799,03:22:05
4800,03:22:05
4801,03:22:06
4802,03:22:06
4803,03:22:06
4804,03:22:06
4805,03:22:07
4806,03:22:07
4807,03:22:07
4808,03:22:07
4809,03:22:07
4810,03:22:07
4811,03:22:07
4812,03:22:07
4813,03:22:08
4814,03:22:08
4815,03:22:09
4816,03:22:09
4817,03:22:09
4818,03:22:09
4819,03:22:10
4820,03:22:10
4821,03:22:11
4822,03:22:11
4823,03:22:12
4824,03:22:12
4825,03:22:13
4826,03:22:13
4827,03:22:14
4828,03:22:15
4829,03:22:15
4830,03:22:15
4831,03:22:15
4832,03:22:15
4833,03:22:15
4834,03:22:16
4835,03:22:16
4836,03:22:16
4837,03:22:17
4838,03:22:17
4839,03:22:17
4840,03:22:17
4841,03:22:18
4842,03:22:18
4843,03:22:20
4844,03:22:21
4845,03:22:22
4846,03:22:22
4847,03:22:22
4848,03:22:22
4849,03:22:23
4850,03:22:23
4851,03:22:23
4852,03:22:23
4853,03:22:23
4854,03:22:24
4855,03:22:24
4856,03:22:24
4857,03:22:24
4858,03:22:25
4859,03:22:25
4860,03:22:26
4861,03:22:26
4862,03:22:26
4863,03:22:27
4864,03:22:27
4865,03:22:27
4866,03:22:27
4867,03:22:27
4868,03:22:28
4869,03:22:28
4870,03:22:28
4871,03:22:28
4872,03:22:29
4873,03:22:29
4874,03:22:29
4875,03:22:30
4876,03:22:30
4877,03:22:30
4878,03:22:30
4879,03:22:31
4880,03:22:32
4881,03:22:32
4882,03:22:32
4883,03:22:32
4884,03:22:33
4885,03:22:34
4886,03:22:35
4887,03:22:35
4888,03:22:35
4889,03:22:36
4890,03:22:36
4891,03:22:36
4892,03:22:36
4893,03:22:38
4894,03:22:38
4895,03:22:39
4896,03:22:39
4897,03:22:40
4898,03:22:40
4899,03:22:40
4900,03:22:41
4901,03:22:42
4902,03:22:42
4903,03:22:43
4904,03:22:43
4905,03:22:44
4906,03:22:44
4907,03:22:44
4908,03:22:44
4909,03:22:44
4910,03:22:44
4911,03:22:44
4912,03:22:44
4913,03:22:45
4914,03:22:45
4915,03:22:45
4916,03:22:45
4917,03:22:47
4918,03:22:47
4919,03:22:47
4920,03:22:47
4921,03:22:47
4922,03:22:48
4923,03:22:48
4924,03:22:48
4925,03:22:49
4926,03:22:49
4927,03:22:49
4928,03:22:49
4929,03:22:50
4930,03:22:50
4931,03:22:50
4932,03:22:51
4933,03:22:51
4934,03:22:51
4935,03:22:51
4936,03:22:51
4937,03:22:52
4938,03:22:52
4939,03:22:52
4940,03:22:52
4941,03:22:52
4942,03:22:52
4943,03:22:52
4944,03:22:53
4945,03:22:53
4946,03:22:53
4947,03:22:54
4948,03:22:54
4949,03:22:54
4950,03:22:54
4951,03:22:54
4952,03:22:54
4953,03:22:55
4954,03:22:56
4955,03:22:56
4956,03:22:56
4957,03:22:56
4958,03:22:57
4959,03:22:57
4960,03:22:57
4961,03:22:58
4962,03:22:58
4963,03:22:58
4964,03:22:59
4965,03:22:59
4966,03:23:00
4967,03:23:00
4968,03:23:01
4969,03:23:01
4970,03:23:01
4971,03:23:02
4972,03:23:02
4973,03:23:02
4974,03:23:02
4975,03:23:03
4976,03:23:03
4977,03:23:03
4978,03:23:03
4979,03:23:04
4980,03:23:04
4981,03:23:04
4982,03:23:04
4983,03:23:05
4984,03:23:05
4985,03:23:05
4986,03:23:05
4987,03:23:05
4988,03:23:05
4989,03:23:05
4990,03:23:06
4991,03:23:06
4992,03:23:06
4993,03:23:06
4994,03:23:06
4995,03:23:07
4996,03:23:07
4997,03:23:07
4998,03:23:07
4999,03:23:07
5000,03:23:07
5001,03:23:09
5002,03:23:09
5003,03:23:09
5004,03:23:10
5005,03:23:10
5006,03:23:11
5007,03:23:11
5008,03:23:11
5009,03:23:11
5010,03:23:12
5011,03:23:12
5012,03:23:12
5013,03:23:13
5014,03:23:13
5015,03:23:14
5016,03:23:14
5017,03:23:15
5018,03:23:15
5019,03:23:16
5020,03:23:16
5021,03:23:16
5022,03:23:16
5023,03:23:17
5024,03:23:17
5025,03:23:17
5026,03:23:17
5027,03:23:18
5028,03:23:18
5029,03:23:18
5030,03:23:19
5031,03:23:19
5032,03:23:19
5033,03:23:20
5034,03:23:20
5035,03:23:21
5036,03:23:21
5037,03:23:21
5038,03:23:21
5039,03:23:22
5040,03:23:23
5041,03:23:24
5042,03:23:25
5043,03:23:25
5044,03:23:25
5045,03:23:25
5046,03:23:25
5047,03:23:27
5048,03:23:28
5049,03:23:28
5050,03:23:29
5051,03:23:29
5052,03:23:30
5053,03:23:30
5054,03:23:31
5055,03:23:31
5056,03:23:32
5057,03:23:32
5058,03:23:32
5059,03:23:32
5060,03:23:33
5061,03:23:33
5062,03:23:34
5063,03:23:34
5064,03:23:34
5065,03:23:34
5066,03:23:34
5067,03:23:35
5068,03:23:36
5069,03:23:36
5070,03:23:36
5071,03:23:37
5072,03:23:37
5073,03:23:37
5074,03:23:38
5075,03:23:38
5076,03:23:38
5077,03:23:38
5078,03:23:39
5079,03:23:39
5080,03:23:39
5081,03:23:40
5082,03:23:40
5083,03:23:40
5084,03:23:40
5085,03:23:40
5086,03:23:41
5087,03:23:41
5088,03:23:42
5089,03:23:42
5090,03:23:42
5091,03:23:44
5092,03:23:44
5093,03:23:45
5094,03:23:45
5095,03:23:45
5096,03:23:46
5097,03:23:46
5098,03:23:46
5099,03:23:46
5100,03:23:46
5101,03:23:47
5102,03:23:47
5103,03:23:47
5104,03:23:47
5105,03:23:47
5106,03:23:48
5107,03:23:48
5108,03:23:48
5109,03:23:49
5110,03:23:49
5111,03:23:49
5112,03:23:50
5113,03:23:50
5114,03:23:50
5115,03:23:50
5116,03:23:52
5117,03:23:53
5118,03:23:53
5119,03:23:53
5120,03:23:53
5121,03:23:54
5122,03:23:54
5123,03:23:54
5124,03:23:54
5125,03:23:54
5126,03:23:54
5127,03:23:54
5128,03:23:55
5129,03:23:55
5130,03:23:55
5131,03:23:55
5132,03:23:56
5133,03:23:56
5134,03:23:56
5135,03:23:56
5136,03:23:56
5137,03:23:56
5138,03:23:56
5139,03:23:56
5140,03:23:57
5141,03:23:57
5142,03:23:57
5143,03:23:58
5144,03:23:58
5145,03:23:59
5146,03:23:59
5147,03:23:59
5148,03:24:00
5149,03:24:00
5150,03:24:00
5151,03:24:01
5152,03:24:01
5153,03:24:01
5154,03:24:01
5155,03:24:01
5156,03:24:02
5157,03:24:02
5158,03:24:02
5159,03:24:03
5160,03:24:03
5161,03:24:04
5162,03:24:04
5163,03:24:04
5164,03:24:05
5165,03:24:05
5166,03:24:05
5167,03:24:05
5168,03:24:06
5169,03:24:06
5170,03:24:06
5171,03:24:07
5172,03:24:08
5173,03:24:09
5174,03:24:09
5175,03:24:09
5176,03:24:09
5177,03:24:09
5178,03:24:09
5179,03:24:09
5180,03:24:09
5181,03:24:10
5182,03:24:10
5183,03:24:10
5184,03:24:10
5185,03:24:10
5186,03:24:10
5187,03:24:11
5188,03:24:11
5189,03:24:11
5190,03:24:11
5191,03:24:11
5192,03:24:12
5193,03:24:12
5194,03:24:12
5195,03:24:13
5196,03:24:13
5197,03:24:13
5198,03:24:13
5199,03:24:13
5200,03:24:13
5201,03:24:13
5202,03:24:14
5203,03:24:14
5204,03:24:15
5205,03:24:15
5206,03:24:15
5207,03:24:15
5208,03:24:15
5209,03:24:16
5210,03:24:17
5211,03:24:17
5212,03:24:18
5213,03:24:18
5214,03:24:18
5215,03:24:18
5216,03:24:18
5217,03:24:19
5218,03:24:19
5219,03:24:19
5220,03:24:19
5221,03:24:19
5222,03:24:20
5223,03:24:20
5224,03:24:20
5225,03:24:20
5226,03:24:20
5227,03:24:20
5228,03:24:21
5229,03:24:21
5230,03:24:21
5231,03:24:22
5232,03:24:22
5233,03:24:22
5234,03:24:22
5235,03:24:22
5236,03:24:23
5237,03:24:23
5238,03:24:23
5239,03:24:23
5240,03:24:23
5241,03:24:23
5242,03:24:23
5243,03:24:24
5244,03:24:24
5245,03:24:25
5246,03:24:25
5247,03:24:26
5248,03:24:26
5249,03:24:26
5250,03:24:26
5251,03:24:26
5252,03:24:27
5253,03:24:27
5254,03:24:27
5255,03:24:27
5256,03:24:27
5257,03:24:28
5258,03:24:28
5259,03:24:28
5260,03:24:28
5261,03:24:29
5262,03:24:29
5263,03:24:29
5264,03:24:29
5265,03:24:30
5266,03:24:30
5267,03:24:31
5268,03:24:31
5269,03:24:31
5270,03:24:31
5271,03:24:31
5272,03:24:32
5273,03:24:32
5274,03:24:32
5275,03:24:32
5276,03:24:32
5277,03:24:32
5278,03:24:32
5279,03:24:32
5280,03:24:32
5281,03:24:32
5282,03:24:32
5283,03:24:33
5284,03:24:33
5285,03:24:34
5286,03:24:34
5287,03:24:35
5288,03:24:35
5289,03:24:36
5290,03:24:36
5291,03:24:36
5292,03:24:36
5293,03:24:36
5294,03:24:37
5295,03:24:37
5296,03:24:37
5297,03:24:37
5298,03:24:37
5299,03:24:37
5300,03:24:38
5301,03:24:38
5302,03:24:38
5303,03:24:38
5304,03:24:38
5305,03:24:39
5306,03:24:39
5307,03:24:39
5308,03:24:39
5309,03:24:39
5310,03:24:40
5311,03:24:40
5312,03:24:40
5313,03:24:41
5314,03:24:41
5315,03:24:42
5316,03:24:42
5317,03:24:43
5318,03:24:43
5319,03:24:43
5320,03:24:43
5321,03:24:43
5322,03:24:43
5323,03:24:45
5324,03:24:45
5325,03:24:45
5326,03:24:45
5327,03:24:46
5328,03:24:46
5329,03:24:46
5330,03:24:46
5331,03:24:46
5332,03:24:46
5333,03:24:46
5334,03:24:47
5335,03:24:48
5336,03:24:48
5337,03:24:49
5338,03:24:49
5339,03:24:49
5340,03:24:49
5341,03:24:50
5342,03:24:50
5343,03:24:51
5344,03:24:51
5345,03:24:51
5346,03:24:51
5347,03:24:51
5348,03:24:51
5349,03:24:51
5350,03:24:51
5351,03:24:51
5352,03:24:52
5353,03:24:52
5354,03:24:52
5355,03:24:52
5356,03:24:52
5357,03:24:52
5358,03:24:52
5359,03:24:53
5360,03:24:53
5361,03:24:53
5362,03:24:53
5363,03:24:53
5364,03:24:53
5365,03:24:54
5366,03:24:54
5367,03:24:55
5368,03:24:56
5369,03:24:56
5370,03:24:56
5371,03:24:57
5372,03:24:57
5373,03:24:57
5374,03:24:57
5375,03:24:58
5376,03:24:58
5377,03:24:58
5378,03:24:59
5379,03:24:59
5380,03:24:59
5381,03:24:59
5382,03:24:59
5383,03:25:00
5384,03:25:00
5385,03:25:00
5386,03:25:00
5387,03:25:00
5388,03:25:01
5389,03:25:01
5390,03:25:01
5391,03:25:01
5392,03:25:01
5393,03:25:01
5394,03:25:01
5395,03:25:01
5396,03:25:02
5397,03:25:02
5398,03:25:02
5399,03:25:02
5400,03:25:02
5401,03:25:02
5402,03:25:02
5403,03:25:03
5404,03:25:03
5405,03:25:04
5406,03:25:04
5407,03:25:04
5408,03:25:04
5409,03:25:05
5410,03:25:05
5411,03:25:05
5412,03:25:06
5413,03:25:06
5414,03:25:06
5415,03:25:06
5416,03:25:06
5417,03:25:06
5418,03:25:08
5419,03:25:08
5420,03:25:09
5421,03:25:09
5422,03:25:09
5423,03:25:10
5424,03:25:10
5425,03:25:10
5426,03:25:11
5427,03:25:11
5428,03:25:11
5429,03:25:12
5430,03:25:12
5431,03:25:12
5432,03:25:12
5433,03:25:12
5434,03:25:12
5435,03:25:12
5436,03:25:13
5437,03:25:13
5438,03:25:13
5439,03:25:13
5440,03:25:13
5441,03:25:13
5442,03:25:13
5443,03:25:13
5444,03:25:14
5445,03:25:14
5446,03:25:15
5447,03:25:16
5448,03:25:16
5449,03:25:16
5450,03:25:16
5451,03:25:17
5452,03:25:17
5453,03:25:17
5454,03:25:17
5455,03:25:17
5456,03:25:18
5457,03:25:18
5458,03:25:18
5459,03:25:18
5460,03:25:18
5461,03:25:19
5462,03:25:20
5463,03:25:20
5464,03:25:20
5465,03:25:21
5466,03:25:21
5467,03:25:22
5468,03:25:22
5469,03:25:22
5470,03:25:22
5471,03:25:22
5472,03:25:23
5473,03:25:23
5474,03:25:24
5475,03:25:24
5476,03:25:24
5477,03:25:25
5478,03:25:25
5479,03:25:25
5480,03:25:25
5481,03:25:26
5482,03:25:26
5483,03:25:26
5484,03:25:26
5485,03:25:27
5486,03:25:27
5487,03:25:27
5488,03:25:27
5489,03:25:27
5490,03:25:28
5491,03:25:28
5492,03:25:28
5493,03:25:28
5494,03:25:28
5495,03:25:29
5496,03:25:29
5497,03:25:29
5498,03:25:29
5499,03:25:29
5500,03:25:29
5501,03:25:30
5502,03:25:30
5503,03:25:30
5504,03:25:31
5505,03:25:31
5506,03:25:31
5507,03:25:31
5508,03:25:32
5509,03:25:32
5510,03:25:32
5511,03:25:32
5512,03:25:32
5513,03:25:32
5514,03:25:32
5515,03:25:32
5516,03:25:33
5517,03:25:33
5518,03:25:33
5519,03:25:33
5520,03:25:34
5521,03:25:34
5522,03:25:34
5523,03:25:34
5524,03:25:34
5525,03:25:34
5526,03:25:34
5527,03:25:34
5528,03:25:34
5529,03:25:35
5530,03:25:35
5531,03:25:36
5532,03:25:36
5533,03:25:36
5534,03:25:36
5535,03:25:37
5536,03:25:37
5537,03:25:37
5538,03:25:37
5539,03:25:37
5540,03:25:38
5541,03:25:39
5542,03:25:39
5543,03:25:39
5544,03:25:40
5545,03:25:40
5546,03:25:40
5547,03:25:40
5548,03:25:41
5549,03:25:41
5550,03:25:41
5551,03:25:42
5552,03:25:42
5553,03:25:43
5554,03:25:43
5555,03:25:43
5556,03:25:43
5557,03:25:43
5558,03:25:44
5559,03:25:44
5560,03:25:44
5561,03:25:44
5562,03:25:44
5563,03:25:44
5564,03:25:44
5565,03:25:44
5566,03:25:45
5567,03:25:45
5568,03:25:45
5569,03:25:46
5570,03:25:47
5571,03:25:47
5572,03:25:47
5573,03:25:47
5574,03:25:47
5575,03:25:47
5576,03:25:48
5577,03:25:48
5578,03:25:48
5579,03:25:48
5580,03:25:49
5581,03:25:50
5582,03:25:50
5583,03:25:50
5584,03:25:50
5585,03:25:51
5586,03:25:51
5587,03:25:51
5588,03:25:51
5589,03:25:51
5590,03:25:52
5591,03:25:52
5592,03:25:52
5593,03:25:52
5594,03:25:53
5595,03:25:53
5596,03:25:53
5597,03:25:53
5598,03:25:54
5599,03:25:54
5600,03:25:55
5601,03:25:55
5602,03:25:55
5603,03:25:55
5604,03:25:55
5605,03:25:56
5606,03:25:56
5607,03:25:56
5608,03:25:56
5609,03:25:57
5610,03:25:57
5611,03:25:57
5612,03:25:57
5613,03:25:57
5614,03:25:58
5615,03:25:58
5616,03:25:58
5617,03:25:58
5618,03:25:58
5619,03:25:59
5620,03:25:59
5621,03:25:59
5622,03:25:59
5623,03:26:00
5624,03:26:00
5625,03:26:00
5626,03:26:00
5627,03:26:00
5628,03:26:01
5629,03:26:01
5630,03:26:02
5631,03:26:02
5632,03:26:02
5633,03:26:02
5634,03:26:02
5635,03:26:02
5636,03:26:03
5637,03:26:04
5638,03:26:04
5639,03:26:04
5640,03:26:05
5641,03:26:05
5642,03:26:05
5643,03:26:05
5644,03:26:05
5645,03:26:06
5646,03:26:06
5647,03:26:07
5648,03:26:07
5649,03:26:07
5650,03:26:08
5651,03:26:08
5652,03:26:09
5653,03:26:09
5654,03:26:10
5655,03:26:10
5656,03:26:10
5657,03:26:10
5658,03:26:10
5659,03:26:10
5660,03:26:10
5661,03:26:10
5662,03:26:10
5663,03:26:10
5664,03:26:10
5665,03:26:11
5666,03:26:11
5667,03:26:11
5668,03:26:11
5669,03:26:11
5670,03:26:11
5671,03:26:12
5672,03:26:12
5673,03:26:12
5674,03:26:13
5675,03:26:13
5676,03:26:14
5677,03:26:14
5678,03:26:15
5679,03:26:15
5680,03:26:15
5681,03:26:15
5682,03:26:15
5683,03:26:15
5684,03:26:16
5685,03:26:16
5686,03:26:16
5687,03:26:16
5688,03:26:16
5689,03:26:16
5690,03:26:16
5691,03:26:16
5692,03:26:16
5693,03:26:17
5694,03:26:17
5695,03:26:17
5696,03:26:17
5697,03:26:18
5698,03:26:18
5699,03:26:18
5700,03:26:19
5701,03:26:19
5702,03:26:19
5703,03:26:19
5704,03:26:19
5705,03:26:19
5706,03:26:19
5707,03:26:20
5708,03:26:20
5709,03:26:20
5710,03:26:20
5711,03:26:20
5712,03:26:21
5713,03:26:21
5714,03:26:22
5715,03:26:22
5716,03:26:22
5717,03:26:22
5718,03:26:22
5719,03:26:22
5720,03:26:22
5721,03:26:23
5722,03:26:23
5723,03:26:23
5724,03:26:24
5725,03:26:24
5726,03:26:24
5727,03:26:25
5728,03:26:25
5729,03:26:25
5730,03:26:25
5731,03:26:25
5732,03:26:26
5733,03:26:26
5734,03:26:26
5735,03:26:27
5736,03:26:27
5737,03:26:27
5738,03:26:27
5739,03:26:27
5740,03:26:28
5741,03:26:28
5742,03:26:28
5743,03:26:28
5744,03:26:28
5745,03:26:29
5746,03:26:29
5747,03:26:29
5748,03:26:30
5749,03:26:30
5750,03:26:31
5751,03:26:31
5752,03:26:31
5753,03:26:31
5754,03:26:31
5755,03:26:31
5756,03:26:31
5757,03:26:32
5758,03:26:32
5759,03:26:32
5760,03:26:32
5761,03:26:32
5762,03:26:33
5763,03:26:33
5764,03:26:34
5765,03:26:35
5766,03:26:35
5767,03:26:35
5768,03:26:35
5769,03:26:35
5770,03:26:36
5771,03:26:36
5772,03:26:36
5773,03:26:36
5774,03:26:36
5775,03:26:36
5776,03:26:36
5777,03:26:37
5778,03:26:37
5779,03:26:37
5780,03:26:39
5781,03:26:39
5782,03:26:39
5783,03:26:39
5784,03:26:39
5785,03:26:40
5786,03:26:41
5787,03:26:41
5788,03:26:41
5789,03:26:42
5790,03:26:42
5791,03:26:42
5792,03:26:43
5793,03:26:43
5794,03:26:43
5795,03:26:43
5796,03:26:43
5797,03:26:43
5798,03:26:43
5799,03:26:44
5800,03:26:44
5801,03:26:44
5802,03:26:44
5803,03:26:44
5804,03:26:44
5805,03:26:45
5806,03:26:45
5807,03:26:45
5808,03:26:45
5809,03:26:45
5810,03:26:46
5811,03:26:46
5812,03:26:46
5813,03:26:46
5814,03:26:46
5815,03:26:46
5816,03:26:47
5817,03:26:47
5818,03:26:47
5819,03:26:48
5820,03:26:48
5821,03:26:48
5822,03:26:48
5823,03:26:49
5824,03:26:49
5825,03:26:49
5826,03:26:49
5827,03:26:49
5828,03:26:49
5829,03:26:49
5830,03:26:49
5831,03:26:50
5832,03:26:51
5833,03:26:51
5834,03:26:51
5835,03:26:51
5836,03:26:51
5837,03:26:51
5838,03:26:52
5839,03:26:52
5840,03:26:52
5841,03:26:53
5842,03:26:53
5843,03:26:53
5844,03:26:53
5845,03:26:53
5846,03:26:54
5847,03:26:54
5848,03:26:54
5849,03:26:54
5850,03:26:54
5851,03:26:55
5852,03:26:55
5853,03:26:57
5854,03:26:57
5855,03:26:57
5856,03:26:57
5857,03:26:57
5858,03:26:58
5859,03:26:59
5860,03:26:59
5861,03:27:00
5862,03:27:00
5863,03:27:00
5864,03:27:01
5865,03:27:01
5866,03:27:01
5867,03:27:02
5868,03:27:02
5869,03:27:02
5870,03:27:02
5871,03:27:03
5872,03:27:03
5873,03:27:03
5874,03:27:03
5875,03:27:03
5876,03:27:04
5877,03:27:04
5878,03:27:04
5879,03:27:04
5880,03:27:05
5881,03:27:05
5882,03:27:05
5883,03:27:05
5884,03:27:05
5885,03:27:05
5886,03:27:05
5887,03:27:06
5888,03:27:06
5889,03:27:06
5890,03:27:06
5891,03:27:06
5892,03:27:06
5893,03:27:06
5894,03:27:06
5895,03:27:06
5896,03:27:06
5897,03:27:07
5898,03:27:07
5899,03:27:07
5900,03:27:07
5901,03:27:07
5902,03:27:07
5903,03:27:07
5904,03:27:07
5905,03:27:07
5906,03:27:08
5907,03:27:08
5908,03:27:08
5909,03:27:08
5910,03:27:08
5911,03:27:08
5912,03:27:09
5913,03:27:09
5914,03:27:09
5915,03:27:09
5916,03:27:09
5917,03:27:09
5918,03:27:10
5919,03:27:10
5920,03:27:10
5921,03:27:10
5922,03:27:11
5923,03:27:11
5924,03:27:11
5925,03:27:12
5926,03:27:12
5927,03:27:12
5928,03:27:13
5929,03:27:13
5930,03:27:13
5931,03:27:14
5932,03:27:14
5933,03:27:14
5934,03:27:14
5935,03:27:14
5936,03:27:14
5937,03:27:14
5938,03:27:15
5939,03:27:15
5940,03:27:15
5941,03:27:15
5942,03:27:15
5943,03:27:15
5944,03:27:16
5945,03:27:16
5946,03:27:16
5947,03:27:16
5948,03:27:16
5949,03:27:16
5950,03:27:17
5951,03:27:17
5952,03:27:17
5953,03:27:17
5954,03:27:17
