rank,result
30210,04:55:56
30211,04:55:57
30212,04:55:57
30213,04:55:58
30214,04:55:58
30215,04:55:58
30216,04:55:58
30217,04:55:58
30218,04:55:58
30219,04:55:58
30220,04:55:59
30221,04:55:59
30222,04:56:00
30223,04:56:02
30224,04:56:02
30225,04:56:03
30226,04:56:04
30227,04:56:04
30228,04:56:05
30229,04:56:05
30230,04:56:05
30231,04:56:06
30232,04:56:06
30233,04:56:06
30234,04:56:07
30235,04:56:07
30236,04:56:08
30237,04:56:08
30238,04:56:08
30239,04:56:08
30240,04:56:09
30241,04:56:10
30242,04:56:10
30243,04:56:10
30244,04:56:11
30245,04:56:12
30246,04:56:12
30247,04:56:12
30248,04:56:12
30249,04:56:13
30250,04:56:13
30251,04:56:13
30252,04:56:13
30253,04:56:14
30254,04:56:14
30255,04:56:15
30256,04:56:16
30257,04:56:16
30258,04:56:17
30259,04:56:18
30260,04:56:18
30261,04:56:18
30262,04:56:18
30263,04:56:19
30264,04:56:19
30265,04:56:19
30266,04:56:19
30267,04:56:20
30268,04:56:20
30269,04:56:21
30270,04:56:21
30271,04:56:21
30272,04:56:22
30273,04:56:22
30274,04:56:22
30275,04:56:23
30276,04:56:23
30277,04:56:23
30278,04:56:24
30279,04:56:24
30280,04:56:24
30281,04:56:24
30282,04:56:24
30283,04:56:25
30284,04:56:26
30285,04:56:26
30286,04:56:26
30287,04:56:26
30288,04:56:27
30289,04:56:27
30290,04:56:28
30291,04:56:29
30292,04:56:29
30293,04:56:29
30294,04:56:31
30295,04:56:32
30296,04:56:32
30297,04:56:32
30298,04:56:33
30299,04:56:34
30300,04:56:34
30301,04:56:35
30302,04:56:36
30303,04:56:36
30304,04:56:36
30305,04:56:37
30306,04:56:39
30307,04:56:39
30308,04:56:39
30309,04:56:39
30310,04:56:40
30311,04:56:40
30312,04:56:41
30313,04:56:41
30314,04:56:42
30315,04:56:42
30316,04:56:42
30317,04:56:43
30318,04:56:43
30319,04:56:43
30320,04:56:44
30321,04:56:46
30322,04:56:46
30323,04:56:46
30324,04:56:47
30325,04:56:47
30326,04:56:48
30327,04:56:48
30328,04:56:48
30329,04:56:48
30330,04:56:48
30331,04:56:49
30332,04:56:49
30333,04:56:50
30334,04:56:51
30335,04:56:51
30336,04:56:51
30337,04:56:52
30338,04:56:52
30339,04:56:53
30340,04:56:54
30341,04:56:55
30342,04:56:55
30343,04:56:58
30344,04:56:58
30345,04:56:58
30346,04:56:58
30347,04:56:59
30348,04:57:00
30349,04:57:00
30350,04:57:00
30351,04:57:00
30352,04:57:01
30353,04:57:01
30354,04:57:01
30355,04:57:02
30356,04:57:02
30357,04:57:02
30358,04:57:03
30359,04:57:03
30360,04:57:03
30361,04:57:04
30362,04:57:04
30363,04:57:05
30364,04:57:05
30365,04:57:06
30366,04:57:06
30367,04:57:07
30368,04:57:08
30369,04:57:08
30370,04:57:08
30371,04:57:08
30372,04:57:08
30373,04:57:08
30374,04:57:09
30375,04:57:09
30376,04:57:09
30377,04:57:09
30378,04:57:10
30379,04:57:10
30380,04:57:10
30381,04:57:11
30382,04:57:12
30383,04:57:14
30384,04:57:14
30385,04:57:14
30386,04:57:15
30387,04:57:15
30388,04:57:16
30389,04:57:17
30390,04:57:17
30391,04:57:18
30392,04:57:18
30393,04:57:18
30394,04:57:18
30395,04:57:18
30396,04:57:18
30397,04:57:18
30398,04:57:19
30399,04:57:20
30400,04:57:22
30401,04:57:22
30402,04:57:23
30403,04:57:26
30404,04:57:26
30405,04:57:27
30406,04:57:29
30407,04:57:29
30408,04:57:29
30409,04:57:30
30410,04:57:30
30411,04:57:30
30412,04:57:31
30413,04:57:31
30414,04:57:31
30415,04:57:31
30416,04:57:32
30417,04:57:32
30418,04:57:32
30419,04:57:32
30420,04:57:33
30421,04:57:33
30422,04:57:34
30423,04:57:34
30424,04:57:34
30425,04:57:35
30426,04:57:39
30427,04:57:39
30428,04:57:41
30429,04:57:42
30430,04:57:42
30431,04:57:42
30432,04:57:42
30433,04:57:43
30434,04:57:44
30435,04:57:44
30436,04:57:45
30437,04:57:45
30438,04:57:46
30439,04:57:46
30440,04:57:47
30441,04:57:47
30442,04:57:48
30443,04:57:48
30444,04:57:48
30445,04:57:49
30446,04:57:49
30447,04:57:49
30448,04:57:50
30449,04:57:50
30450,04:57:50
30451,04:57:51
30452,04:57:51
30453,04:57:51
30454,04:57:52
30455,04:57:52
30456,04:57:52
30457,04:57:52
30458,04:57:52
30459,04:57:52
30460,04:57:52
30461,04:57:53
30462,04:57:53
30463,04:57:53
30464,04:57:53
30465,04:57:54
30466,04:57:54
30467,04:57:54
30468,04:57:55
30469,04:57:55
30470,04:57:55
30471,04:57:56
30472,04:57:56
30473,04:57:56
30474,04:57:57
30475,04:57:57
30476,04:57:57
30477,04:57:58
30478,04:57:58
30479,04:57:58
30480,04:57:58
30481,04:57:58
30482,04:57:58
30483,04:57:58
30484,04:57:59
30485,04:57:59
30486,04:57:59
30487,04:57:59
30488,04:58:01
30489,04:58:01
30490,04:58:02
30491,04:58:02
30492,04:58:02
30493,04:58:02
30494,04:58:03
30495,04:58:03
30496,04:58:04
30497,04:58:04
30498,04:58:04
30499,04:58:04
30500,04:58:05
30501,04:58:09
30502,04:58:09
30503,04:58:10
30504,04:58:10
30505,04:58:11
30506,04:58:11
30507,04:58:11
30508,04:58:12
30509,04:58:13
30510,04:58:13
30511,04:58:13
30512,04:58:13
30513,04:58:13
30514,04:58:14
30515,04:58:15
30516,04:58:15
30517,04:58:16
30518,04:58:16
30519,04:58:17
30520,04:58:18
30521,04:58:19
30522,04:58:19
30523,04:58:19
30524,04:58:20
30525,04:58:20
30526,04:58:20
30527,04:58:20
30528,04:58:20
30529,04:58:21
30530,04:58:21
30531,04:58:21
30532,04:58:22
30533,04:58:22
30534,04:58:22
30535,04:58:22
30536,04:58:24
30537,04:58:25
30538,04:58:26
30539,04:58:26
30540,04:58:27
30541,04:58:28
30542,04:58:28
30543,04:58:29
30544,04:58:30
30545,04:58:30
30546,04:58:30
30547,04:58:31
30548,04:58:31
30549,04:58:31
30550,04:58:32
30551,04:58:33
30552,04:58:35
30553,04:58:35
30554,04:58:37
30555,04:58:37
30556,04:58:39
30557,04:58:40
30558,04:58:41
30559,04:58:42
30560,04:58:42
30561,04:58:44
30562,04:58:44
30563,04:58:45
30564,04:58:47
30565,04:58:48
30566,04:58:48
30567,04:58:49
30568,04:58:50
30569,04:58:50
30570,04:58:51
30571,04:58:51
30572,04:58:51
30573,04:58:51
30574,04:58:51
30575,04:58:52
30576,04:58:52
30577,04:58:52
30578,04:58:53
30579,04:58:54
30580,04:58:55
30581,04:58:55
30582,04:58:55
30583,04:58:55
30584,04:58:55
30585,04:58:55
30586,04:58:56
30587,04:58:56
30588,04:58:56
30589,04:58:56
30590,04:58:57
30591,04:58:59
30592,04:59:00
30593,04:59:00
30594,04:59:02
30595,04:59:02
30596,04:59:02
30597,04:59:02
30598,04:59:02
30599,04:59:02
30600,04:59:03
30601,04:59:03
30602,04:59:04
30603,04:59:04
30604,04:59:04
30605,04:59:05
30606,04:59:05
30607,04:59:05
30608,04:59:06
30609,04:59:07
30610,04:59:07
30611,04:59:07
30612,04:59:09
30613,04:59:09
30614,04:59:09
30615,04:59:10
30616,04:59:10
30617,04:59:10
30618,04:59:10
30619,04:59:11
30620,04:59:12
30621,04:59:12
30622,04:59:12
30623,04:59:12
30624,04:59:13
30625,04:59:13
30626,04:59:13
30627,04:59:14
30628,04:59:14
30629,04:59:14
30630,04:59:15
30631,04:59:15
30632,04:59:16
30633,04:59:16
30634,04:59:16
30635,04:59:16
30636,04:59:16
30637,04:59:16
30638,04:59:16
30639,04:59:16
30640,04:59:17
30641,04:59:18
30642,04:59:18
30643,04:59:18
30644,04:59:19
30645,04:59:21
30646,04:59:21
30647,04:59:21
30648,04:59:21
30649,04:59:21
30650,04:59:22
30651,04:59:22
30652,04:59:22
30653,04:59:24
30654,04:59:25
30655,04:59:26
30656,04:59:26
30657,04:59:26
30658,04:59:27
30659,04:59:27
30660,04:59:27
30661,04:59:27
30662,04:59:28
30663,04:59:29
30664,04:59:29
30665,04:59:29
30666,04:59:30
30667,04:59:30
30668,04:59:30
30669,04:59:31
30670,04:59:31
30671,04:59:32
30672,04:59:33
30673,04:59:34
30674,04:59:35
30675,04:59:37
30676,04:59:37
30677,04:59:37
30678,04:59:37
30679,04:59:39
30680,04:59:40
30681,04:59:40
30682,04:59:40
30683,04:59:41
30684,04:59:41
30685,04:59:41
30686,04:59:42
30687,04:59:42
30688,04:59:42
30689,04:59:42
30690,04:59:42
30691,04:59:42
30692,04:59:42
30693,04:59:42
30694,04:59:42
30695,04:59:42
30696,04:59:43
30697,04:59:44
30698,04:59:44
30699,04:59:45
30700,04:59:45
30701,04:59:46
30702,04:59:47
30703,04:59:47
30704,04:59:48
30705,04:59:48
30706,04:59:48
30707,04:59:49
30708,04:59:49
30709,04:59:49
30710,04:59:49
30711,04:59:50
30712,04:59:50
30713,04:59:50
30714,04:59:52
30715,04:59:52
30716,04:59:52
30717,04:59:53
30718,04:59:53
30719,04:59:53
30720,04:59:53
30721,04:59:53
30722,04:59:54
30723,04:59:54
30724,04:59:54
30725,04:59:54
30726,04:59:54
30727,04:59:55
30728,04:59:56
30729,04:59:56
30730,04:59:58
30731,04:59:58
30732,04:59:58
30733,04:59:58
30734,05:00:00
30735,05:00:01
30736,05:00:01
30737,05:00:01
30738,05:00:02
30739,05:00:03
30740,05:00:03
30741,05:00:05
30742,05:00:05
30743,05:00:05
30744,05:00:05
30745,05:00:05
30746,05:00:05
30747,05:00:06
30748,05:00:07
30749,05:00:07
30750,05:00:07
30751,05:00:08
30752,05:00:09
30753,05:00:09
30754,05:00:09
30755,05:00:10
30756,05:00:11
30757,05:00:12
30758,05:00:12
30759,05:00:13
30760,05:00:14
30761,05:00:14
30762,05:00:14
30763,05:00:14
30764,05:00:14
30765,05:00:15
30766,05:00:15
30767,05:00:15
30768,05:00:16
30769,05:00:16
30770,05:00:17
30771,05:00:18
30772,05:00:18
30773,05:00:19
30774,05:00:20
30775,05:00:20
30776,05:00:21
30777,05:00:21
30778,05:00:21
30779,05:00:21
30780,05:00:23
30781,05:00:24
30782,05:00:24
30783,05:00:25
30784,05:00:25
30785,05:00:25
30786,05:00:25
30787,05:00:25
30788,05:00:26
30789,05:00:26
30790,05:00:26
30791,05:00:26
30792,05:00:28
30793,05:00:28
30794,05:00:28
30795,05:00:28
30796,05:00:28
30797,05:00:29
30798,05:00:29
30799,05:00:30
30800,05:00:30
30801,05:00:30
30802,05:00:31
30803,05:00:31
30804,05:00:31
30805,05:00:33
30806,05:00:33
30807,05:00:34
30808,05:00:34
30809,05:00:34
30810,05:00:35
30811,05:00:35
30812,05:00:35
30813,05:00:36
30814,05:00:36
30815,05:00:37
30816,05:00:38
30817,05:00:38
30818,05:00:38
30819,05:00:40
30820,05:00:42
30821,05:00:43
30822,05:00:43
30823,05:00:43
30824,05:00:45
30825,05:00:45
30826,05:00:46
30827,05:00:46
30828,05:00:46
30829,05:00:47
30830,05:00:47
30831,05:00:48
30832,05:00:49
30833,05:00:49
30834,05:00:49
30835,05:00:49
30836,05:00:49
30837,05:00:51
30838,05:00:52
30839,05:00:53
30840,05:00:53
30841,05:00:54
30842,05:00:55
30843,05:00:56
30844,05:00:57
30845,05:00:57
30846,05:00:57
30847,05:00:57
30848,05:00:57
30849,05:00:58
30850,05:00:58
30851,05:01:00
30852,05:01:01
30853,05:01:01
30854,05:01:01
30855,05:01:02
30856,05:01:02
30857,05:01:02
30858,05:01:02
30859,05:01:03
30860,05:01:03
30861,05:01:05
30862,05:01:05
30863,05:01:05
30864,05:01:06
30865,05:01:06
30866,05:01:07
30867,05:01:07
30868,05:01:08
30869,05:01:08
30870,05:01:08
30871,05:01:09
30872,05:01:10
30873,05:01:10
30874,05:01:11
30875,05:01:11
30876,05:01:11
30877,05:01:13
30878,05:01:14
30879,05:01:15
30880,05:01:15
30881,05:01:16
30882,05:01:16
30883,05:01:16
30884,05:01:17
30885,05:01:17
30886,05:01:17
30887,05:01:17
30888,05:01:18
30889,05:01:18
30890,05:01:18
30891,05:01:19
30892,05:01:19
30893,05:01:19
30894,05:01:19
30895,05:01:19
30896,05:01:19
30897,05:01:20
30898,05:01:20
30899,05:01:20
30900,05:01:20
30901,05:01:21
30902,05:01:21
30903,05:01:21
30904,05:01:22
30905,05:01:22
30906,05:01:23
30907,05:01:23
30908,05:01:23
30909,05:01:24
30910,05:01:24
30911,05:01:24
30912,05:01:25
30913,05:01:25
30914,05:01:25
30915,05:01:25
30916,05:01:25
30917,05:01:27
30918,05:01:28
30919,05:01:28
30920,05:01:29
30921,05:01:29
30922,05:01:30
30923,05:01:30
30924,05:01:31
30925,05:01:31
30926,05:01:31
30927,05:01:31
30928,05:01:31
30929,05:01:32
30930,05:01:32
30931,05:01:32
30932,05:01:33
30933,05:01:33
30934,05:01:33
30935,05:01:33
30936,05:01:34
30937,05:01:35
30938,05:01:35
30939,05:01:36
30940,05:01:36
30941,05:01:37
30942,05:01:37
30943,05:01:38
30944,05:01:38
30945,05:01:38
30946,05:01:38
30947,05:01:39
30948,05:01:39
30949,05:01:39
30950,05:01:40
30951,05:01:41
30952,05:01:41
30953,05:01:42
30954,05:01:42
30955,05:01:43
30956,05:01:43
30957,05:01:43
30958,05:01:43
30959,05:01:44
30960,05:01:44
30961,05:01:45
30962,05:01:46
30963,05:01:46
30964,05:01:46
30965,05:01:46
30966,05:01:47
30967,05:01:47
30968,05:01:47
30969,05:01:48
30970,05:01:48
30971,05:01:48
30972,05:01:48
30973,05:01:49
30974,05:01:49
30975,05:01:50
30976,05:01:50
30977,05:01:50
30978,05:01:51
30979,05:01:53
30980,05:01:54
30981,05:01:54
30982,05:01:57
30983,05:01:57
30984,05:01:57
30985,05:01:57
30986,05:01:59
30987,05:02:02
30988,05:02:02
30989,05:02:02
30990,05:02:04
30991,05:02:04
30992,05:02:04
30993,05:02:05
30994,05:02:06
30995,05:02:06
30996,05:02:06
30997,05:02:07
30998,05:02:07
30999,05:02:09
31000,05:02:09
31001,05:02:10
31002,05:02:10
31003,05:02:10
31004,05:02:12
31005,05:02:12
31006,05:02:12
31007,05:02:13
31008,05:02:13
31009,05:02:13
31010,05:02:13
31011,05:02:13
31012,05:02:13
31013,05:02:14
31014,05:02:14
31015,05:02:15
31016,05:02:15
31017,05:02:15
31018,05:02:17
31019,05:02:18
31020,05:02:19
31021,05:02:19
31022,05:02:19
31023,05:02:20
31024,05:02:20
31025,05:02:21
31026,05:02:21
31027,05:02:21
31028,05:02:21
31029,05:02:21
31030,05:02:24
31031,05:02:24
31032,05:02:24
31033,05:02:25
31034,05:02:25
31035,05:02:25
31036,05:02:25
31037,05:02:25
31038,05:02:26
31039,05:02:27
31040,05:02:27
31041,05:02:28
31042,05:02:28
31043,05:02:28
31044,05:02:29
31045,05:02:30
31046,05:02:30
31047,05:02:31
31048,05:02:32
31049,05:02:33
31050,05:02:33
31051,05:02:33
31052,05:02:34
31053,05:02:34
31054,05:02:34
31055,05:02:34
31056,05:02:35
31057,05:02:35
31058,05:02:35
31059,05:02:35
31060,05:02:36
31061,05:02:37
31062,05:02:38
31063,05:02:40
31064,05:02:40
31065,05:02:42
31066,05:02:43
31067,05:02:44
31068,05:02:45
31069,05:02:45
31070,05:02:46
31071,05:02:46
31072,05:02:46
31073,05:02:47
31074,05:02:48
31075,05:02:48
31076,05:02:48
31077,05:02:49
31078,05:02:49
31079,05:02:51
31080,05:02:51
31081,05:02:51
31082,05:02:52
31083,05:02:52
31084,05:02:52
31085,05:02:53
31086,05:02:54
31087,05:02:54
31088,05:02:54
31089,05:02:55
31090,05:02:55
31091,05:02:55
31092,05:02:56
31093,05:02:56
31094,05:02:57
31095,05:02:57
31096,05:02:58
31097,05:02:58
31098,05:02:59
31099,05:02:59
31100,05:02:59
31101,05:03:00
31102,05:03:00
31103,05:03:00
31104,05:03:00
31105,05:03:01
31106,05:03:01
31107,05:03:01
31108,05:03:01
31109,05:03:03
31110,05:03:04
31111,05:03:04
31112,05:03:05
31113,05:03:06
31114,05:03:06
31115,05:03:07
31116,05:03:07
31117,05:03:07
31118,05:03:09
31119,05:03:10
31120,05:03:11
31121,05:03:11
31122,05:03:11
31123,05:03:12
31124,05:03:12
31125,05:03:12
31126,05:03:14
31127,05:03:15
31128,05:03:15
31129,05:03:15
31130,05:03:15
31131,05:03:16
31132,05:03:16
31133,05:03:16
31134,05:03:16
31135,05:03:17
31136,05:03:17
31137,05:03:18
31138,05:03:18
31139,05:03:19
31140,05:03:20
31141,05:03:20
31142,05:03:20
31143,05:03:20
31144,05:03:20
31145,05:03:21
31146,05:03:22
31147,05:03:22
31148,05:03:23
31149,05:03:25
31150,05:03:25
31151,05:03:25
31152,05:03:27
31153,05:03:27
31154,05:03:27
31155,05:03:28
31156,05:03:28
31157,05:03:28
31158,05:03:31
31159,05:03:32
31160,05:03:32
31161,05:03:32
31162,05:03:33
31163,05:03:33
31164,05:03:34
31165,05:03:34
31166,05:03:34
31167,05:03:36
31168,05:03:36
31169,05:03:38
31170,05:03:39
31171,05:03:41
31172,05:03:42
31173,05:03:42
31174,05:03:42
31175,05:03:42
31176,05:03:43
31177,05:03:43
31178,05:03:44
31179,05:03:44
31180,05:03:45
31181,05:03:46
31182,05:03:47
31183,05:03:48
31184,05:03:49
31185,05:03:49
31186,05:03:49
31187,05:03:50
31188,05:03:50
31189,05:03:51
31190,05:03:51
31191,05:03:52
31192,05:03:54
31193,05:03:54
31194,05:03:54
31195,05:03:55
31196,05:03:56
31197,05:03:56
31198,05:03:57
31199,05:03:57
31200,05:03:57
31201,05:03:58
31202,05:03:58
31203,05:03:59
31204,05:03:59
31205,05:03:59
31206,05:04:00
31207,05:04:00
31208,05:04:01
31209,05:04:01
31210,05:04:01
31211,05:04:02
31212,05:04:03
31213,05:04:03
31214,05:04:04
31215,05:04:05
31216,05:04:06
31217,05:04:06
31218,05:04:08
31219,05:04:09
31220,05:04:09
31221,05:04:10
31222,05:04:10
31223,05:04:11
31224,05:04:12
31225,05:04:12
31226,05:04:12
31227,05:04:12
31228,05:04:13
31229,05:04:13
31230,05:04:15
31231,05:04:16
31232,05:04:18
31233,05:04:18
31234,05:04:20
31235,05:04:21
31236,05:04:21
31237,05:04:21
31238,05:04:21
31239,05:04:22
31240,05:04:23
31241,05:04:23
31242,05:04:24
31243,05:04:25
31244,05:04:25
31245,05:04:25
31246,05:04:25
31247,05:04:29
31248,05:04:30
31249,05:04:30
31250,05:04:32
31251,05:04:32
31252,05:04:32
31253,05:04:32
31254,05:04:32
31255,05:04:33
31256,05:04:35
31257,05:04:35
31258,05:04:35
31259,05:04:35
31260,05:04:36
31261,05:04:36
31262,05:04:38
31263,05:04:38
31264,05:04:38
31265,05:04:39
31266,05:04:39
31267,05:04:39
31268,05:04:40
31269,05:04:40
31270,05:04:41
31271,05:04:41
31272,05:04:41
31273,05:04:42
31274,05:04:42
31275,05:04:42
31276,05:04:42
31277,05:04:43
31278,05:04:43
31279,05:04:43
31280,05:04:44
31281,05:04:44
31282,05:04:45
31283,05:04:46
31284,05:04:48
31285,05:04:48
31286,05:04:49
31287,05:04:50
31288,05:04:51
31289,05:04:51
31290,05:04:51
31291,05:04:52
31292,05:04:52
31293,05:04:52
31294,05:04:53
31295,05:04:53
31296,05:04:54
31297,05:04:54
31298,05:04:55
31299,05:04:55
31300,05:04:56
31301,05:04:56
31302,05:04:57
31303,05:04:58
31304,05:05:00
31305,05:05:01
31306,05:05:01
31307,05:05:01
31308,05:05:03
31309,05:05:03
31310,05:05:07
31311,05:05:07
31312,05:05:07
31313,05:05:07
31314,05:05:08
31315,05:05:09
31316,05:05:09
31317,05:05:09
31318,05:05:10
31319,05:05:10
31320,05:05:11
31321,05:05:11
31322,05:05:11
31323,05:05:12
31324,05:05:13
31325,05:05:13
31326,05:05:13
31327,05:05:13
31328,05:05:14
31329,05:05:15
31330,05:05:15
31331,05:05:15
31332,05:05:18
31333,05:05:18
31334,05:05:18
31335,05:05:20
31336,05:05:21
31337,05:05:22
31338,05:05:22
31339,05:05:23
31340,05:05:23
31341,05:05:25
31342,05:05:26
31343,05:05:26
31344,05:05:26
31345,05:05:27
31346,05:05:28
31347,05:05:28
31348,05:05:28
31349,05:05:28
31350,05:05:28
31351,05:05:30
31352,05:05:30
31353,05:05:30
31354,05:05:30
31355,05:05:31
31356,05:05:31
31357,05:05:32
31358,05:05:33
31359,05:05:33
31360,05:05:34
31361,05:05:34
31362,05:05:35
31363,05:05:36
31364,05:05:36
31365,05:05:39
31366,05:05:40
31367,05:05:40
31368,05:05:40
31369,05:05:42
31370,05:05:43
31371,05:05:43
31372,05:05:45
31373,05:05:46
31374,05:05:46
31375,05:05:47
31376,05:05:48
31377,05:05:49
31378,05:05:49
31379,05:05:49
31380,05:05:50
31381,05:05:50
31382,05:05:52
31383,05:05:52
31384,05:05:53
31385,05:05:55
31386,05:05:57
31387,05:05:57
31388,05:05:57
31389,05:05:58
31390,05:05:58
31391,05:05:58
31392,05:05:58
31393,05:06:00
31394,05:06:01
31395,05:06:01
31396,05:06:02
31397,05:06:03
31398,05:06:04
31399,05:06:05
31400,05:06:05
31401,05:06:06
31402,05:06:07
31403,05:06:08
31404,05:06:09
31405,05:06:10
31406,05:06:13
31407,05:06:13
31408,05:06:13
31409,05:06:14
31410,05:06:14
31411,05:06:14
31412,05:06:15
31413,05:06:16
31414,05:06:20
31415,05:06:20
31416,05:06:22
31417,05:06:22
31418,05:06:23
31419,05:06:24
31420,05:06:24
31421,05:06:26
31422,05:06:26
31423,05:06:27
31424,05:06:27
31425,05:06:28
31426,05:06:29
31427,05:06:30
31428,05:06:30
31429,05:06:30
31430,05:06:33
31431,05:06:33
31432,05:06:33
31433,05:06:34
31434,05:06:34
31435,05:06:35
31436,05:06:37
31437,05:06:37
31438,05:06:39
31439,05:06:39
31440,05:06:40
31441,05:06:43
31442,05:06:43
31443,05:06:44
31444,05:06:44
31445,05:06:45
31446,05:06:45
31447,05:06:47
31448,05:06:47
31449,05:06:49
31450,05:06:50
31451,05:06:50
31452,05:06:50
31453,05:06:51
31454,05:06:51
31455,05:06:52
31456,05:06:52
31457,05:06:52
31458,05:06:53
31459,05:06:53
31460,05:06:55
31461,05:06:55
31462,05:06:56
31463,05:06:56
31464,05:06:56
31465,05:06:56
31466,05:06:56
31467,05:06:56
31468,05:06:57
31469,05:06:58
31470,05:06:59
31471,05:07:00
31472,05:07:01
31473,05:07:01
31474,05:07:01
31475,05:07:01
31476,05:07:01
31477,05:07:02
31478,05:07:02
31479,05:07:02
31480,05:07:02
31481,05:07:02
31482,05:07:03
31483,05:07:06
31484,05:07:08
31485,05:07:08
31486,05:07:08
31487,05:07:09
31488,05:07:09
31489,05:07:10
31490,05:07:11
31491,05:07:12
31492,05:07:13
31493,05:07:13
31494,05:07:15
31495,05:07:15
31496,05:07:15
31497,05:07:15
31498,05:07:16
31499,05:07:16
31500,05:07:16
31501,05:07:17
31502,05:07:17
31503,05:07:17
31504,05:07:18
31505,05:07:18
31506,05:07:22
31507,05:07:22
31508,05:07:22
31509,05:07:23
31510,05:07:24
31511,05:07:24
31512,05:07:24
31513,05:07:25
31514,05:07:25
31515,05:07:26
31516,05:07:26
31517,05:07:26
31518,05:07:27
31519,05:07:29
31520,05:07:29
31521,05:07:29
31522,05:07:33
31523,05:07:33
31524,05:07:34
31525,05:07:34
31526,05:07:34
31527,05:07:35
31528,05:07:35
31529,05:07:35
31530,05:07:35
31531,05:07:37
31532,05:07:38
31533,05:07:38
31534,05:07:38
31535,05:07:38
31536,05:07:40
31537,05:07:42
31538,05:07:42
31539,05:07:43
31540,05:07:43
31541,05:07:43
31542,05:07:46
31543,05:07:48
31544,05:07:48
31545,05:07:48
31546,05:07:49
31547,05:07:49
31548,05:07:50
31549,05:07:50
31550,05:07:55
31551,05:07:55
31552,05:07:56
31553,05:07:57
31554,05:07:57
31555,05:07:57
31556,05:07:58
31557,05:08:00
31558,05:08:01
31559,05:08:01
31560,05:08:01
31561,05:08:01
31562,05:08:01
31563,05:08:02
31564,05:08:02
31565,05:08:04
31566,05:08:05
31567,05:08:05
31568,05:08:05
31569,05:08:07
31570,05:08:08
31571,05:08:09
31572,05:08:09
31573,05:08:09
31574,05:08:10
31575,05:08:10
31576,05:08:10
31577,05:08:10
31578,05:08:11
31579,05:08:12
31580,05:08:13
31581,05:08:13
31582,05:08:13
31583,05:08:13
31584,05:08:14
31585,05:08:14
31586,05:08:14
31587,05:08:15
31588,05:08:17
31589,05:08:17
31590,05:08:18
31591,05:08:19
31592,05:08:19
31593,05:08:20
31594,05:08:21
31595,05:08:21
31596,05:08:22
31597,05:08:22
31598,05:08:24
31599,05:08:25
31600,05:08:26
31601,05:08:26
31602,05:08:28
31603,05:08:28
31604,05:08:28
31605,05:08:30
31606,05:08:31
31607,05:08:31
31608,05:08:31
31609,05:08:31
31610,05:08:34
31611,05:08:34
31612,05:08:34
31613,05:08:35
31614,05:08:35
31615,05:08:36
31616,05:08:36
31617,05:08:37
31618,05:08:39
31619,05:08:39
31620,05:08:39
31621,05:08:41
31622,05:08:41
31623,05:08:42
31624,05:08:43
31625,05:08:43
31626,05:08:44
31627,05:08:44
31628,05:08:44
31629,05:08:45
31630,05:08:47
31631,05:08:47
31632,05:08:49
31633,05:08:51
31634,05:08:52
31635,05:08:52
31636,05:08:52
31637,05:08:53
31638,05:08:53
31639,05:08:53
31640,05:08:56
31641,05:08:56
31642,05:08:56
31643,05:08:57
31644,05:08:57
31645,05:08:58
31646,05:08:58
31647,05:08:59
31648,05:08:59
31649,05:09:00
31650,05:09:00
31651,05:09:00
31652,05:09:00
31653,05:09:00
31654,05:09:03
31655,05:09:07
31656,05:09:07
31657,05:09:08
31658,05:09:09
31659,05:09:10
31660,05:09:10
31661,05:09:10
31662,05:09:11
31663,05:09:11
31664,05:09:14
31665,05:09:14
31666,05:09:14
31667,05:09:15
31668,05:09:16
31669,05:09:16
31670,05:09:17
31671,05:09:17
31672,05:09:17
31673,05:09:18
31674,05:09:19
31675,05:09:22
31676,05:09:22
31677,05:09:22
31678,05:09:22
31679,05:09:22
31680,05:09:22
31681,05:09:22
31682,05:09:22
31683,05:09:24
31684,05:09:24
31685,05:09:25
31686,05:09:25
31687,05:09:25
31688,05:09:28
31689,05:09:28
31690,05:09:29
31691,05:09:29
31692,05:09:29
31693,05:09:30
31694,05:09:30
31695,05:09:31
31696,05:09:32
31697,05:09:33
31698,05:09:33
31699,05:09:33
31700,05:09:35
31701,05:09:35
31702,05:09:36
31703,05:09:37
31704,05:09:37
31705,05:09:37
31706,05:09:38
31707,05:09:39
31708,05:09:41
31709,05:09:41
31710,05:09:41
31711,05:09:41
31712,05:09:42
31713,05:09:43
31714,05:09:44
31715,05:09:45
31716,05:09:48
31717,05:09:48
31718,05:09:49
31719,05:09:49
31720,05:09:49
31721,05:09:49
31722,05:09:50
31723,05:09:50
31724,05:09:50
31725,05:09:52
31726,05:09:53
31727,05:09:55
31728,05:09:55
31729,05:09:56
31730,05:10:00
31731,05:10:00
31732,05:10:02
31733,05:10:02
31734,05:10:02
31735,05:10:02
31736,05:10:03
31737,05:10:03
31738,05:10:04
31739,05:10:04
31740,05:10:04
31741,05:10:04
31742,05:10:04
31743,05:10:04
31744,05:10:06
31745,05:10:06
31746,05:10:06
31747,05:10:07
31748,05:10:07
31749,05:10:07
31750,05:10:08
31751,05:10:09
31752,05:10:11
31753,05:10:12
31754,05:10:13
31755,05:10:14
31756,05:10:14
31757,05:10:14
31758,05:10:14
31759,05:10:14
31760,05:10:15
31761,05:10:16
31762,05:10:16
31763,05:10:16
31764,05:10:17
